First_Name,EMail,Age,Gender,Location_Preferences,Coordinate,Country,City,Languages_Preferred,Last_Seen,Response_Time
Philip,philip.baker@protonmail.com,26,Female,Remote Only,"(52.411836779150114, 13.536997903622247)",Germany,Berlin,"['German', 'Arabic', 'French']",Recently,Within 24 hours
Fabian,fabian.leite@gmx.de,56,Male,Local or Remote,"(52.44405105760751, 13.712102459471962)",Germany,Berlin,"['Italian', 'English', 'Japanese']",Within a Month,Within 24 hours
Ayhan,ayhan.knych@aol.com,59,Female,Local or Remote,"(52.466183458032305, 13.546390701880922)",Germany,Berlin,"['Arabic', 'Punjabi']",Recently,Within 24 hours
Agnès,agnès.mans@unitybox.de,63,Other,Remote Only,"(52.498688075303725, 13.542337791764092)",Germany,Berlin,"['Arabic', 'Japanese', 'Spanish', 'Punjabi', 'Mandarin Chinese']",Over a Month Ago,Within a month
Hélène,hélène.pinto@gmail.com,37,Female,Local Only,"(52.485157819423996, 13.297790970433539)",Germany,Berlin,"['Spanish', 'Ukrainian', 'Hindi', 'Bengali']",Today,Within a week
Perla,perla.izaguirre@unitybox.de,42,Female,Remote Only,"(52.38711035901493, 13.256825007726025)",Germany,Berlin,"['Spanish', 'Portuguese', 'Arabic']",Yesterday,Within 24 hours
Luciana,luciana.matos@outlook.com,54,Male,Local Only,"(52.665727893114166, 13.74956465004254)",Germany,Berlin,"['Bengali', 'Punjabi', 'Russian', 'Italian']",Recently,Within a month
Jodie,jodie.çetin@hotmail.com,35,Other,Local Only,"(52.58093497732834, 13.254916636318702)",Germany,Berlin,['Italian'],Recently,Within a week
Patrick,patrick.iglesias@hotmail.com,43,Other,Local Only,"(52.467219418857276, 13.268937895462926)",Germany,Berlin,"['Punjabi', 'Spanish', 'Mandarin Chinese', 'Romanian', 'Italian']",Within a Month,Within a week
Çakırca,çakırca.thompson@hotmail.com,32,Male,Remote Only,"(52.46101918938159, 13.312645693109802)",Germany,Berlin,"['Romanian', 'Italian', 'Punjabi']",Today,Within a week
Renée,renée.drop@arcor.de,26,Other,Local or Remote,"(52.541311859249404, 13.472638160379047)",Germany,Berlin,"['Punjabi', 'French', 'Mandarin Chinese', 'Spanish']",Yesterday,Within a month
Cesar,cesar.evans@arcor.de,58,Female,Remote Only,"(52.40016068616692, 13.268016306451127)",Germany,Berlin,"['Punjabi', 'Polish', 'German', 'Bengali', 'French']",Recently,Within a week
Felicia,felicia.lebon@icloud.com,41,Female,Local or Remote,"(52.638549912519984, 13.258937299946835)",Germany,Berlin,"['Italian', 'Polish', 'Turkish', 'Japanese']",Today,Within 24 hours
Kyara,kyara.melo@aol.com,62,Other,Local or Remote,"(52.47190902149064, 13.37713051548139)",Germany,Berlin,['French'],Yesterday,Within 24 hours
Nalân,nalân.hendriks@gmx.de,29,Other,Remote Only,"(52.63607076971505, 13.131060517988782)",Germany,Berlin,"['Turkish', 'Romanian', 'Polish', 'Japanese']",Within a Month,Within a week
Bastian,bastian.oliveira@hotmail.com,57,Male,Local Only,"(52.458122279352686, 13.674026859364282)",Germany,Berlin,['Turkish'],Yesterday,Within 24 hours
Leslie,leslie.chauveau@icloud.com,49,Male,Remote Only,"(52.502385577081384, 13.17708802715393)",Germany,Berlin,['Punjabi'],Recently,Within 24 hours
Nicole,nicole.yüksel@icloud.com,36,Male,Remote Only,"(52.58638010728333, 13.426863578667728)",Germany,Berlin,"['Punjabi', 'Bengali']",Yesterday,Within a week
Pasqual,pasqual.angulo@web.de,28,Female,Remote Only,"(52.34478946633053, 13.54771796237163)",Germany,Berlin,['French'],Today,Within 24 hours
Lucie,lucie.cases@icloud.com,32,Other,Remote Only,"(52.35787977285573, 13.366736375692225)",Germany,Berlin,"['Bengali', 'Japanese']",Today,Within 24 hours
Marianna,marianna.branco@web.de,46,Other,Local or Remote,"(52.54301993913826, 13.59161117113584)",Germany,Berlin,"['Spanish', 'Romanian', 'French']",Yesterday,Within a month
Louise,louise.mckenzie@outlook.com,44,Other,Local Only,"(52.4892914719375, 13.518401933222624)",Germany,Berlin,"['Punjabi', 'Russian', 'Spanish', 'Turkish', 'Mandarin Chinese']",Within a Week,Within 24 hours
Natan,natan.lenda@mail.com,25,Female,Local Only,"(52.50187034139651, 13.21127194778306)",Germany,Berlin,['Arabic'],Yesterday,Within 24 hours
Mayte,mayte.jopich@yahoo.com,35,Other,Local Only,"(52.61312432559236, 13.621977577479718)",Germany,Berlin,"['Japanese', 'German']",Within a Week,Within 24 hours
Maria,maria.ward@gmail.com,64,Male,Local Only,"(52.48544190499749, 13.279766979459893)",Germany,Berlin,"['Arabic', 'Russian', 'Mandarin Chinese']",Within a Month,Within 24 hours
Ashleigh,ashleigh.smith@gmx.de,18,Female,Remote Only,"(52.50234371448405, 13.712653864777606)",Germany,Berlin,"['Arabic', 'Portuguese', 'French', 'Bengali']",Over a Month Ago,Within a week
Socorro,socorro.ferrera@protonmail.com,62,Other,Local or Remote,"(52.45469404386516, 13.43566253142348)",Germany,Berlin,['Italian'],Within a Week,Within a month
Leonard,leonard.taczała@aol.com,45,Female,Local Only,"(52.57179550587285, 13.358326277040565)",Germany,Berlin,['Spanish'],Within a Week,Within a month
Saçı,saçı.franzese@protonmail.com,64,Other,Local Only,"(52.625249090053444, 13.367292271165573)",Germany,Berlin,"['Ukrainian', 'Spanish']",Within a Month,Within a week
Etelvina,etelvina.neves@hotmail.com,62,Female,Remote Only,"(52.58567933418615, 13.173813969571345)",Germany,Berlin,['Russian'],Today,Within a week
Brigitte,brigitte.powierża@icloud.com,60,Female,Remote Only,"(52.61969339598049, 13.591976880806293)",Germany,Berlin,"['Japanese', 'Bengali', 'Turkish', 'Hindi', 'Portuguese']",Today,Within a month
Gonçalo,gonçalo.ocaña@mail.com,23,Other,Local Only,"(52.667847622089255, 13.472924701954291)",Germany,Berlin,"['German', 'Russian', 'Hindi']",Over a Month Ago,Within 24 hours
Deborah,deborah.malecha@yahoo.com,51,Other,Local or Remote,"(52.48556909970304, 13.557026359206017)",Germany,Berlin,"['Punjabi', 'Bengali', 'French', 'Hindi', 'Portuguese']",Yesterday,Within 24 hours
Baudelio,baudelio.walus@yahoo.com,61,Male,Local or Remote,"(52.41594080997912, 13.314941578065328)",Germany,Berlin,['French'],Recently,Within a week
Suzanne,suzanne.expósito@t-online.de,55,Male,Remote Only,"(52.48590142682046, 13.26315377730856)",Germany,Berlin,"['Ukrainian', 'Russian']",Over a Month Ago,Within 24 hours
Kathleen,kathleen.reynaud@outlook.com,56,Female,Remote Only,"(52.43418986373888, 13.521526700178935)",Germany,Berlin,['Hindi'],Within a Week,Within 24 hours
Korkmazalp,korkmazalp.çamurcuoğlu@unitybox.de,51,Male,Local Only,"(52.46496901061812, 13.453640410997295)",Germany,Berlin,"['Polish', 'Portuguese', 'German']",Today,Within a month
Diken,diken.brown@hotmail.com,28,Female,Local Only,"(52.56615302534682, 13.418797197001462)",Germany,Berlin,"['Italian', 'Japanese', 'Turkish', 'Polish']",Over a Month Ago,Within a week
Julianna,julianna.collins@icloud.com,29,Female,Local or Remote,"(52.62214272843878, 13.591106027723871)",Germany,Berlin,"['Russian', 'Arabic', 'Ukrainian', 'German']",Recently,Within 24 hours
Natalie,natalie.osiadacz@gmail.com,53,Female,Remote Only,"(52.33867773516043, 13.431134532288075)",Germany,Berlin,"['Polish', 'Mandarin Chinese', 'Romanian', 'Bengali']",Today,Within a week
Friederike,friederike.sauvage@aol.com,54,Male,Local Only,"(52.524176884068794, 13.696135347906282)",Germany,Berlin,"['Polish', 'Ukrainian', 'Hindi', 'English']",Today,Within a month
Azeneth,azeneth.king@gmail.com,32,Female,Remote Only,"(52.66820668150697, 13.53161796853608)",Germany,Berlin,"['Punjabi', 'Turkish', 'Romanian', 'Japanese']",Within a Month,Within a month
Greca,greca.sabatini@zoho.com,37,Other,Local Only,"(52.436771136809284, 13.492602071440164)",Germany,Berlin,"['Italian', 'Ukrainian']",Within a Week,Within a week
Miłosz,miłosz.hiller@gmx.de,62,Other,Local Only,"(52.50673147947453, 13.426588877537501)",Germany,Berlin,"['Romanian', 'Ukrainian', 'Punjabi']",Over a Month Ago,Within a week
Catarina,catarina.roccabonella@freenet.de,44,Other,Local Only,"(52.619221227161255, 13.737703383006826)",Germany,Berlin,"['Italian', 'Punjabi', 'Polish']",Within a Week,Within a week
Isabelle,isabelle.klein@1und1.de,60,Other,Local Only,"(52.56164967985201, 13.302229401992573)",Germany,Berlin,['Hindi'],Over a Month Ago,Within a week
Armida,armida.orlando@t-online.de,54,Other,Local or Remote,"(52.38900995344389, 13.384208646355413)",Germany,Berlin,"['Spanish', 'German', 'Bengali', 'Italian', 'French']",Over a Month Ago,Within a month
Cassandra,cassandra.dunn@aol.com,28,Other,Local or Remote,"(52.577429767703755, 13.517851409873517)",Germany,Berlin,"['Italian', 'Bengali', 'Punjabi', 'Ukrainian', 'Arabic']",Yesterday,Within a week
Isabel,isabel.wagenknecht@zoho.com,19,Female,Remote Only,"(52.4462813452914, 13.709124237970356)",Germany,Berlin,"['Polish', 'Hindi', 'French']",Within a Week,Within a week
Napoleone,napoleone.biagiotti@web.de,59,Female,Local Only,"(52.508003680506306, 13.608792510415988)",Germany,Berlin,"['Polish', 'Bengali', 'English', 'Punjabi', 'Russian']",Over a Month Ago,Within a week
Onofre,onofre.hunter@zoho.com,59,Other,Local Only,"(52.428313861751775, 13.3282765128682)",Germany,Berlin,"['Italian', 'German', 'Turkish']",Within a Week,Within a week
Grzegorz,grzegorz.zorlu@yahoo.com,41,Male,Local or Remote,"(52.52263591465063, 13.247222076409752)",Germany,Berlin,"['Romanian', 'Spanish']",Within a Week,Within a week
Hildegard,hildegard.lemoine@unitybox.de,18,Male,Local or Remote,"(52.38903341041424, 13.531209545692112)",Germany,Berlin,"['Arabic', 'Romanian', 'Ukrainian', 'Portuguese']",Today,Within a month
Hugo,hugo.bourgeois@unitybox.de,43,Female,Local or Remote,"(52.49723216452993, 13.702822100153469)",Germany,Berlin,['Portuguese'],Over a Month Ago,Within 24 hours
Reimer,reimer.simon@gmail.com,47,Other,Remote Only,"(52.35841770883173, 13.694760353430025)",Germany,Berlin,['Turkish'],Within a Month,Within a month
Daniel,daniel.andres@aol.com,40,Female,Local Only,"(52.65419336408123, 13.355885996580588)",Germany,Berlin,"['Portuguese', 'Turkish', 'Bengali', 'Hindi', 'Romanian']",Within a Week,Within a month
Şendoğan,şendoğan.talavera@1und1.de,42,Other,Local or Remote,"(52.62513638741334, 13.320940661461742)",Germany,Berlin,"['Ukrainian', 'Russian', 'Japanese']",Yesterday,Within 24 hours
Marine,marine.şensoy@hotmail.com,25,Female,Local or Remote,"(52.46504842757003, 13.544905055633503)",Germany,Berlin,"['Arabic', 'Spanish', 'Romanian', 'Mandarin Chinese']",Within a Month,Within 24 hours
Brandon,brandon.martins@aol.com,20,Female,Remote Only,"(52.645221753430505, 13.162718084388661)",Germany,Berlin,"['Japanese', 'English', 'German']",Within a Month,Within a week
Lynda,lynda.blanchet@freenet.de,32,Male,Local Only,"(52.43699917105189, 13.759727508536145)",Germany,Berlin,"['Turkish', 'French', 'Mandarin Chinese']",Over a Month Ago,Within a week
Reinhardt,reinhardt.ackermann@arcor.de,33,Other,Local Only,"(52.45776458246713, 13.614638410564009)",Germany,Berlin,"['German', 'French', 'Spanish', 'English']",Within a Week,Within a month
Josephine,josephine.wiertelak@freenet.de,57,Male,Local Only,"(52.42202556716103, 13.468987457412947)",Germany,Berlin,"['Mandarin Chinese', 'Polish', 'French', 'English', 'Portuguese']",Within a Week,Within 24 hours
Mark,mark.hornig@aol.com,49,Male,Remote Only,"(52.386614345377346, 13.288079694314446)",Germany,Berlin,"['Spanish', 'French', 'Portuguese', 'Punjabi', 'German']",Within a Month,Within a month
Aleksander,aleksander.leduc@gmx.de,35,Male,Remote Only,"(52.60261386968617, 13.759001246349879)",Germany,Berlin,"['Turkish', 'Polish', 'Ukrainian', 'German', 'Spanish']",Recently,Within a month
Kathryn,kathryn.parker@zoho.com,40,Male,Local Only,"(52.459673097385156, 13.674205077518156)",Germany,Berlin,"['Romanian', 'Polish']",Yesterday,Within 24 hours
Cécile,cécile.weller@protonmail.com,19,Male,Remote Only,"(52.527345556566, 13.327743879118488)",Germany,Berlin,"['Japanese', 'Arabic']",Today,Within a month
Marco,marco.pogorzelec@zoho.com,39,Other,Remote Only,"(52.3475158666878, 13.563458597169545)",Germany,Berlin,"['French', 'Portuguese']",Recently,Within a month
Michelle,michelle.maillard@gmx.de,21,Male,Local or Remote,"(52.46982305470049, 13.514502833487901)",Germany,Berlin,"['French', 'Bengali', 'Portuguese']",Within a Week,Within a week
Jan,jan.herok@aol.com,61,Other,Remote Only,"(52.40376785767041, 13.74714839914126)",Germany,Berlin,"['Romanian', 'Russian', 'Hindi', 'French']",Yesterday,Within 24 hours
Mariana,mariana.nalewajko@unitybox.de,64,Male,Remote Only,"(52.350314001451046, 13.353814176956009)",Germany,Berlin,"['Polish', 'French']",Today,Within 24 hours
Yaşattin,yaşattin.seguin@gmail.com,29,Male,Local Only,"(52.47885047804621, 13.090322043751378)",Germany,Berlin,"['Portuguese', 'Ukrainian']",Within a Week,Within a week
Rosalie,rosalie.roux@aol.com,20,Other,Remote Only,"(52.644903448290115, 13.258951234677665)",Germany,Berlin,"['French', 'Mandarin Chinese', 'Portuguese', 'Punjabi', 'Polish']",Recently,Within a week
Margaud,margaud.ülker@icloud.com,57,Male,Local Only,"(52.36476637888565, 13.557968282192546)",Germany,Berlin,"['English', 'Bengali', 'Hindi', 'Italian']",Yesterday,Within a week
Lina,lina.barthelemy@mail.com,47,Male,Local Only,"(52.62460535502893, 13.691620607709494)",Germany,Berlin,['Italian'],Recently,Within 24 hours
Clive,clive.neto@t-online.de,47,Male,Local Only,"(52.454855330410744, 13.738125835048853)",Germany,Berlin,"['Spanish', 'Hindi']",Over a Month Ago,Within a month
Helmuth,helmuth.white@zoho.com,62,Other,Local or Remote,"(52.46167946186124, 13.599738337857806)",Germany,Berlin,"['Mandarin Chinese', 'Italian', 'English', 'Spanish']",Within a Week,Within a week
Charles,charles.pölitz@gmx.de,31,Male,Local Only,"(52.48107810960519, 13.749402542012595)",Germany,Berlin,"['Punjabi', 'Ukrainian']",Recently,Within a month
Otmar,otmar.i̇nönü@gmx.de,58,Other,Local Only,"(52.60420668310627, 13.373749199279498)",Germany,Berlin,"['Italian', 'German', 'Portuguese']",Within a Month,Within a month
Román,román.dussen van@hotmail.com,65,Female,Local Only,"(52.64406916252114, 13.606462982981963)",Germany,Berlin,"['Bengali', 'Portuguese', 'Turkish']",Yesterday,Within 24 hours
Amico,amico.beckmann@gmx.de,62,Male,Local or Remote,"(52.539762000820936, 13.599702142007928)",Germany,Berlin,['Polish'],Over a Month Ago,Within 24 hours
Christiana,christiana.fuentes@yahoo.com,27,Female,Remote Only,"(52.64085671894058, 13.45612941722368)",Germany,Berlin,"['French', 'Polish']",Recently,Within 24 hours
Madalena,madalena.aksu@protonmail.com,56,Male,Local or Remote,"(52.39549248714683, 13.70919865354575)",Germany,Berlin,"['French', 'Italian', 'Hindi', 'Arabic', 'Portuguese']",Recently,Within 24 hours
Yunt,yunt.grochowina@gmx.de,47,Other,Remote Only,"(52.60406196760336, 13.453480808046097)",Germany,Berlin,"['English', 'Bengali', 'Portuguese', 'Polish', 'Turkish']",Yesterday,Within a month
Cayetana,cayetana.romano@hotmail.com,41,Other,Remote Only,"(52.42630865769283, 13.146729964309968)",Germany,Berlin,"['Spanish', 'English', 'Arabic', 'Polish']",Yesterday,Within a month
Núria,núria.hiller@gmail.com,47,Female,Local Only,"(52.49740284467306, 13.656226593926164)",Germany,Berlin,"['German', 'French']",Within a Week,Within a week
Vítor,vítor.gülen@gmx.de,41,Female,Local Only,"(52.44272789035022, 13.685260990622126)",Germany,Berlin,"['Hindi', 'Russian', 'Turkish', 'Romanian', 'Bengali']",Recently,Within a month
Margaret,margaret.akar@protonmail.com,19,Female,Local Only,"(52.562143418293466, 13.649035468850784)",Germany,Berlin,"['Japanese', 'Turkish']",Yesterday,Within a month
Martine,martine.akçay@aol.com,44,Female,Local or Remote,"(52.425571876675775, 13.341404710771076)",Germany,Berlin,"['Ukrainian', 'Mandarin Chinese', 'Bengali', 'Russian']",Recently,Within 24 hours
Gérard,gérard.soylu@mail.com,49,Other,Remote Only,"(52.342491595895076, 13.491748547642608)",Germany,Berlin,"['Hindi', 'French']",Recently,Within a week
Konstanty,konstanty.martineau@web.de,46,Male,Local or Remote,"(52.53065405050576, 13.519562883576219)",Germany,Berlin,"['Hindi', 'Mandarin Chinese']",Within a Week,Within 24 hours
Álvaro,álvaro.hill@aol.com,35,Other,Local or Remote,"(52.5206668475365, 13.092075103977637)",Germany,Berlin,"['Bengali', 'Japanese', 'German', 'Italian', 'Turkish']",Recently,Within a week
Antoni,antoni.i̇nönü@freenet.de,34,Female,Local Only,"(52.61894480334204, 13.23248514975215)",Germany,Berlin,"['English', 'Japanese', 'Italian', 'Hindi', 'Mandarin Chinese']",Within a Month,Within a month
Randolf,randolf.pisani@outlook.com,24,Female,Remote Only,"(52.396496350039044, 13.49092415626057)",Germany,Berlin,"['Romanian', 'French', 'German']",Over a Month Ago,Within a week
Julianna,julianna.cabañas@hotmail.com,57,Female,Local or Remote,"(52.52853814493203, 13.48003515547318)",Germany,Berlin,['German'],Within a Week,Within a week
Aimee,aimee.gül@freenet.de,39,Other,Local Only,"(52.385683219109815, 13.736718059550617)",Germany,Berlin,['Mandarin Chinese'],Recently,Within 24 hours
Alessandro,alessandro.sollima@arcor.de,43,Male,Remote Only,"(52.40632417156393, 13.25936313613838)",Germany,Berlin,['Russian'],Over a Month Ago,Within 24 hours
Marcelina,marcelina.roger@1und1.de,57,Female,Remote Only,"(52.34636283477154, 13.133743825544418)",Germany,Berlin,"['Polish', 'Hindi', 'Mandarin Chinese', 'Russian', 'Arabic']",Over a Month Ago,Within 24 hours
Adrian,adrian.esteves@aol.com,43,Other,Remote Only,"(52.598487852823105, 13.20788773576364)",Germany,Berlin,"['Bengali', 'English', 'Mandarin Chinese', 'Italian']",Yesterday,Within 24 hours
Galasso,galasso.karadeniz@unitybox.de,39,Female,Remote Only,"(52.48540214561682, 13.335075645092111)",Germany,Berlin,"['Romanian', 'Hindi', 'English', 'Punjabi', 'Portuguese']",Yesterday,Within a week
Herma,herma.berthelot@arcor.de,38,Male,Local or Remote,"(52.4312727659516, 13.101312579259348)",Germany,Berlin,"['Spanish', 'Romanian', 'Arabic']",Today,Within a week
Joana,joana.martin@web.de,23,Male,Remote Only,"(52.592231647755824, 13.517153071214524)",Germany,Berlin,"['Italian', 'Ukrainian', 'Portuguese']",Recently,Within a month
Eutimio,eutimio.wieloch@web.de,52,Female,Remote Only,"(52.65814050904797, 13.167853328032677)",Germany,Berlin,"['Ukrainian', 'German', 'Portuguese', 'Arabic']",Within a Week,Within a month
Greco,greco.figuerola@1und1.de,39,Other,Local or Remote,"(52.57909336024179, 13.437764074226331)",Germany,Berlin,['English'],Within a Month,Within a month
Costantino,costantino.toso@yahoo.com,39,Female,Local Only,"(52.43086675019938, 13.243584010741522)",Germany,Berlin,"['Romanian', 'French']",Today,Within a month
Malwina,malwina.porcel@freenet.de,29,Other,Local or Remote,"(52.34293904562331, 13.669454938619683)",Germany,Berlin,"['Punjabi', 'Japanese', 'Mandarin Chinese', 'Romanian']",Within a Week,Within 24 hours
Reimar,reimar.holmes@yahoo.com,37,Other,Local or Remote,"(52.542468493827336, 13.441584573110566)",Germany,Berlin,"['Romanian', 'English', 'Ukrainian']",Over a Month Ago,Within a month
Sylvie,sylvie.mik@aol.com,29,Female,Local Only,"(52.40056877816807, 13.273036803556314)",Germany,Berlin,"['Bengali', 'Turkish', 'Ukrainian', 'Spanish', 'Polish']",Within a Month,Within a month
Liwia,liwia.alcaraz@zoho.com,52,Other,Remote Only,"(52.39208617184563, 13.394826288737999)",Germany,Berlin,"['Italian', 'Polish', 'Portuguese', 'Russian', 'Bengali']",Recently,Within a week
Agnieszka,agnieszka.juárez@gmx.de,18,Other,Local or Remote,"(52.59075910463717, 13.400971693522262)",Germany,Berlin,"['French', 'Russian', 'Bengali']",Over a Month Ago,Within a week
Luigi,luigi.bertrand@icloud.com,63,Other,Local or Remote,"(52.446844677057854, 13.436533721405352)",Germany,Berlin,"['Russian', 'Romanian', 'German', 'Ukrainian', 'Turkish']",Over a Month Ago,Within 24 hours
Kacper,kacper.quero@mail.com,64,Other,Local or Remote,"(52.55641998565872, 13.614594879668475)",Germany,Berlin,['Ukrainian'],Yesterday,Within a month
Konstanty,konstanty.lefebvre@protonmail.com,23,Male,Remote Only,"(52.409286116795975, 13.286869406339731)",Germany,Berlin,"['German', 'Bengali']",Within a Month,Within 24 hours
Laurent,laurent.iniesta@t-online.de,29,Female,Local Only,"(52.58333127880521, 13.441557993959734)",Germany,Berlin,['German'],Yesterday,Within a month
Sebastião,sebastião.jackson@mail.com,62,Other,Remote Only,"(52.642235577464824, 13.22796129412647)",Germany,Berlin,"['Polish', 'Ukrainian', 'Mandarin Chinese']",Recently,Within 24 hours
Kévim,kévim.güçlü@hotmail.com,49,Male,Local Only,"(52.49907659716324, 13.63426736849604)",Germany,Berlin,['Bengali'],Within a Month,Within 24 hours
Arthur,arthur.carvalho@web.de,58,Other,Remote Only,"(52.66908636238278, 13.1123064796171)",Germany,Berlin,"['Italian', 'German', 'Japanese', 'Punjabi']",Recently,Within a week
David,david.niemeier@yahoo.com,65,Female,Remote Only,"(52.4963553462929, 13.129131792725518)",Germany,Berlin,"['Spanish', 'Italian', 'Portuguese']",Over a Month Ago,Within a week
Anett,anett.maia@zoho.com,27,Female,Remote Only,"(52.67363448271839, 13.510252795330606)",Germany,Berlin,"['Turkish', 'Romanian', 'Hindi', 'English']",Recently,Within 24 hours
Nicole,nicole.amaral@mail.com,62,Other,Local or Remote,"(52.67092455816649, 13.095636651802053)",Germany,Berlin,"['Punjabi', 'Hindi']",Today,Within a month
Aitor,aitor.giannone@hotmail.com,26,Other,Local Only,"(52.592191051558494, 13.235341321525913)",Germany,Berlin,['Polish'],Over a Month Ago,Within 24 hours
Stacey,stacey.ruiz@icloud.com,23,Other,Local or Remote,"(52.59830552337336, 13.477374753226883)",Germany,Berlin,"['Spanish', 'Portuguese', 'Bengali', 'Hindi', 'Russian']",Recently,Within a month
Wojciech,wojciech.talbot@icloud.com,35,Male,Local or Remote,"(52.5791627241848, 13.280422122121795)",Germany,Berlin,"['Polish', 'Bengali', 'Japanese', 'Ukrainian']",Over a Month Ago,Within 24 hours
Krzysztof,krzysztof.browne@mail.com,49,Other,Remote Only,"(52.64897794082571, 13.681144526332139)",Germany,Berlin,"['Ukrainian', 'Romanian']",Yesterday,Within a week
Anacleto,anacleto.junk@aol.com,60,Male,Local or Remote,"(52.44492884172489, 13.587339711596531)",Germany,Berlin,"['Italian', 'Mandarin Chinese']",Over a Month Ago,Within a month
Akmaner,akmaner.peukert@hotmail.com,63,Female,Local or Remote,"(52.507465850560465, 13.518505760266443)",Germany,Berlin,"['Mandarin Chinese', 'Ukrainian', 'Italian', 'Japanese', 'Polish']",Today,Within a week
Cemiyle,cemiyle.barcaccia@web.de,62,Female,Local or Remote,"(52.6022086375978, 13.213985778355756)",Germany,Berlin,['Mandarin Chinese'],Yesterday,Within 24 hours
Gaby,gaby.aksu@gmx.de,38,Other,Local Only,"(52.36265094888575, 13.382295326270567)",Germany,Berlin,"['English', 'Hindi', 'Arabic']",Within a Week,Within a week
Dulce,dulce.haering@gmx.de,41,Male,Local Only,"(52.59811182774495, 13.462076602829669)",Germany,Berlin,"['English', 'German', 'Bengali', 'Punjabi', 'Russian']",Within a Week,Within a week
Emília,emília.gomez@web.de,36,Other,Local Only,"(52.48582811889829, 13.47629707524)",Germany,Berlin,"['Spanish', 'German', 'Portuguese']",Within a Week,Within a month
Hans-Wilhelm,hans-wilhelm.ceri@yahoo.com,44,Female,Local or Remote,"(52.62166247706433, 13.16539977343178)",Germany,Berlin,"['Hindi', 'English', 'Ukrainian', 'Spanish']",Within a Month,Within a month
Iwo,iwo.carvalho@freenet.de,59,Male,Local Only,"(52.35665202282113, 13.528670817844304)",Germany,Berlin,"['Russian', 'Ukrainian']",Recently,Within a month
Fadile,fadile.henriques@arcor.de,62,Female,Local Only,"(52.42752880447157, 13.244402250354222)",Germany,Berlin,"['French', 'Punjabi', 'Bengali', 'Ukrainian', 'Mandarin Chinese']",Today,Within a week
Suzanne,suzanne.schäfer@aol.com,43,Other,Remote Only,"(52.57002403221242, 13.483338311313448)",Germany,Berlin,"['German', 'Ukrainian', 'Hindi', 'Turkish', 'French']",Yesterday,Within 24 hours
Jeremi,jeremi.niewiara@1und1.de,44,Female,Local Only,"(52.39041172701908, 13.210631875441932)",Germany,Berlin,['Punjabi'],Today,Within a month
Frances,frances.gregori@aol.com,31,Female,Local Only,"(52.60663275102461, 13.253470236333786)",Germany,Berlin,"['Polish', 'German']",Recently,Within a month
Şekim,şekim.lasa@mail.com,45,Male,Local or Remote,"(52.44416298165944, 13.158818058341279)",Germany,Berlin,"['Portuguese', 'Russian', 'English', 'Punjabi']",Today,Within a week
Alicia,alicia.harris@zoho.com,65,Other,Local Only,"(52.65671409616808, 13.426398144788845)",Germany,Berlin,"['English', 'Hindi', 'Romanian']",Yesterday,Within 24 hours
Emmanuel,emmanuel.fioravanti@icloud.com,54,Male,Local Only,"(52.41724361203057, 13.639317220124484)",Germany,Berlin,['Italian'],Today,Within 24 hours
Sara,sara.pages@outlook.com,51,Female,Local or Remote,"(52.35108991655222, 13.46037827835528)",Germany,Berlin,"['Romanian', 'Russian']",Within a Week,Within a month
Amber,amber.montalti@web.de,41,Male,Local or Remote,"(52.37552931256226, 13.48508666369849)",Germany,Berlin,"['English', 'Turkish', 'Russian']",Yesterday,Within 24 hours
Leonie,leonie.leon@1und1.de,21,Other,Local or Remote,"(52.49219874177477, 13.145750502087271)",Germany,Berlin,"['Romanian', 'Portuguese', 'Italian']",Within a Week,Within 24 hours
Marco,marco.da silva@unitybox.de,27,Other,Local or Remote,"(52.67185850474835, 13.614206888123547)",Germany,Berlin,"['Bengali', 'Polish', 'Portuguese']",Recently,Within a month
Renata,renata.smith@gmail.com,39,Female,Remote Only,"(52.62730912906197, 13.241423575746573)",Germany,Berlin,"['Spanish', 'Ukrainian', 'Polish', 'Romanian', 'Russian']",Today,Within 24 hours
Ksawery,ksawery.auger@arcor.de,60,Female,Local Only,"(52.54501550977087, 13.57783278932221)",Germany,Berlin,"['Russian', 'Hindi', 'Arabic']",Yesterday,Within a week
Nádia,nádia.janiszek@yahoo.com,21,Male,Local or Remote,"(52.5125187790277, 13.552438962371353)",Germany,Berlin,"['French', 'Ukrainian', 'Turkish', 'Portuguese', 'Russian']",Recently,Within a month
Greco,greco.west@web.de,31,Male,Local Only,"(52.515654616761104, 13.401001271197535)",Germany,Berlin,"['Turkish', 'French', 'Russian', 'Arabic']",Recently,Within 24 hours
Nathalie,nathalie.akar@t-online.de,55,Other,Local or Remote,"(52.590328962787005, 13.229464923101007)",Germany,Berlin,"['German', 'Italian', 'Punjabi']",Within a Month,Within a month
Raúl,raúl.berrocal@aol.com,37,Male,Remote Only,"(52.667958425890326, 13.14393734500682)",Germany,Berlin,['Bengali'],Yesterday,Within 24 hours
Claudio,claudio.lima@t-online.de,30,Male,Remote Only,"(52.66107853697791, 13.144512150206909)",Germany,Berlin,"['Spanish', 'Mandarin Chinese']",Within a Month,Within a month
Pedro,pedro.humbert@aol.com,63,Other,Local Only,"(52.42879018313071, 13.425700538859292)",Germany,Berlin,"['Punjabi', 'Italian', 'Romanian', 'Japanese']",Within a Month,Within a week
